"color","name"
"Black Skin","Aurorian #9418"
"White Skin","Aurorian #490"
"Black Skin","Aurorian #2119"
"Black Skin","Aurorian #6806"
"White Skin","Aurorian #4376"
"White Skin","Aurorian #6992"
"White Skin","Aurorian #1661"
"White Skin","Aurorian #4306"
"White Skin","Aurorian #9672"
"Latino Skin","Aurorian #1148"
"Latino Skin","Aurorian #2340"
"White Skin","Aurorian #5707"
"Latino Skin","Aurorian #746"
"White Skin","Aurorian #7595"
"Black Skin","Aurorian #314"
"Black Skin","Aurorian #1969"
"Latino Skin","Aurorian #6350"
"Black Skin","Aurorian #2417"
"Latino Skin","Aurorian #8321"
"White Skin","Aurorian #2655"
"Latino Skin","Aurorian #1520"
"Black Skin","Aurorian #4091"
"Latino Skin","Aurorian #4441"
"Latino Skin","Aurorian #6479"
"White Skin","Aurorian #1010"
"Latino Skin","Aurorian #4088"
"Latino Skin","Aurorian #9594"
"Black Skin","Aurorian #7366"
"White Skin","Aurorian #8506"
"Black Skin","Aurorian #6122"
"White Skin","Aurorian #3676"
"White Skin","Aurorian #4484"
"White Skin","Aurorian #8482"
"White Skin","Aurorian #3007"
"Latino Skin","Aurorian #3404"
"Black Skin","Aurorian #8218"
"Latino Skin","Aurorian #4692"
"Black Skin","Aurorian #1976"
"White Skin","Aurorian #6932"
"White Skin","Aurorian #1531"
"White Skin","Aurorian #7421"
"Black Skin","Aurorian #4230"
"White Skin","Aurorian #5745"
"White Skin","Aurorian #1366"
"White Skin","Aurorian #6427"
"White Skin","Aurorian #2055"
"Black Skin","Aurorian #3668"
"White Skin","Aurorian #9469"
"Latino Skin","Aurorian #4085"
"Latino Skin","Aurorian #6420"
"White Skin","Aurorian #1136"
"Latino Skin","Aurorian #59"
"White Skin","Aurorian #5735"
"White Skin","Aurorian #7189"
"Black Skin","Aurorian #1001"
"White Skin","Aurorian #193"
"White Skin","Aurorian #1538"
"Black Skin","Aurorian #7261"
"White Skin","Aurorian #4186"
"White Skin","Aurorian #2196"
"White Skin","Aurorian #6351"
"Latino Skin","Aurorian #3544"
"White Skin","Aurorian #6795"
"White Skin","Aurorian #3034"
"White Skin","Aurorian #2422"
"White Skin","Aurorian #1910"
"Latino Skin","Aurorian #8212"
"White Skin","Aurorian #2649"
"Black Skin","Aurorian #13"
"Black Skin","Aurorian #7084"
"Black Skin","Aurorian #2639"
"White Skin","Aurorian #9665"
"Black Skin","Aurorian #7340"
"White Skin","Aurorian #887"
"Black Skin","Aurorian #9700"
"White Skin","Aurorian #7495"
"Latino Skin","Aurorian #7545"
"White Skin","Aurorian #8298"
"White Skin","Aurorian #4788"
"Black Skin","Aurorian #6600"
"Black Skin","Aurorian #7552"
"White Skin","Aurorian #8253"
"White Skin","Aurorian #9868"
"Black Skin","Aurorian #6976"
"White Skin","Aurorian #93"
"Black Skin","Aurorian #9470"
"Latino Skin","Aurorian #6902"
"Black Skin","Aurorian #435"
"White Skin","Aurorian #7654"
"Black Skin","Aurorian #4663"
"White Skin","Aurorian #2288"
"Black Skin","Aurorian #2652"
"White Skin","Aurorian #244"
"Black Skin","Aurorian #2665"
"White Skin","Aurorian #554"
"White Skin","Aurorian #1482"
"Latino Skin","Aurorian #5714"
"White Skin","Aurorian #5656"
"Black Skin","Aurorian #5230"
"Latino Skin","Aurorian #9870"
"White Skin","Aurorian #2384"
"White Skin","Aurorian #2820"
"Black Skin","Aurorian #5293"
"Latino Skin","Aurorian #8322"
"White Skin","Aurorian #619"
"Latino Skin","Aurorian #2368"
"White Skin","Aurorian #6248"
"Latino Skin","Aurorian #4354"
"White Skin","Aurorian #4651"
"Black Skin","Aurorian #1285"
"Black Skin","Aurorian #6355"
"Black Skin","Aurorian #1933"
"White Skin","Aurorian #9604"
"White Skin","Aurorian #576"
"White Skin","Aurorian #1310"
"Black Skin","Aurorian #892"
"White Skin","Aurorian #9871"
"White Skin","Aurorian #2424"
"Black Skin","Aurorian #8830"
"White Skin","Aurorian #953"
"Latino Skin","Aurorian #2218"
"Latino Skin","Aurorian #8345"
"Black Skin","Aurorian #8959"
"White Skin","Aurorian #317"
"Black Skin","Aurorian #3486"
"Latino Skin","Aurorian #5054"
"Latino Skin","Aurorian #6743"
"Black Skin","Aurorian #5265"
"White Skin","Aurorian #8748"
"Black Skin","Aurorian #3650"
"Black Skin","Aurorian #4126"
"White Skin","Aurorian #8083"
"Black Skin","Aurorian #9288"
"Latino Skin","Aurorian #4887"
"Latino Skin","Aurorian #9584"
"Black Skin","Aurorian #8037"
"White Skin","Aurorian #1361"
"Latino Skin","Aurorian #3623"
"Latino Skin","Aurorian #766"
"Black Skin","Aurorian #3911"
"White Skin","Aurorian #5381"
"White Skin","Aurorian #9081"
"Latino Skin","Aurorian #7371"
"Black Skin","Aurorian #7828"
"Latino Skin","Aurorian #6136"
"Black Skin","Aurorian #6610"
"White Skin","Aurorian #96"
"Black Skin","Aurorian #1840"
"White Skin","Aurorian #8864"
"White Skin","Aurorian #3360"
"White Skin","Aurorian #8729"
"White Skin","Aurorian #5815"
"Latino Skin","Aurorian #5449"
"White Skin","Aurorian #307"
"Black Skin","Aurorian #6364"
"Black Skin","Aurorian #66"
"Black Skin","Aurorian #426"
"Black Skin","Aurorian #1500"
"White Skin","Aurorian #233"
"White Skin","Aurorian #8024"
"Black Skin","Aurorian #5596"
"White Skin","Aurorian #7365"
"White Skin","Aurorian #4851"
"Black Skin","Aurorian #1417"
"Latino Skin","Aurorian #6890"
"White Skin","Aurorian #7273"
"Latino Skin","Aurorian #6955"
"Latino Skin","Aurorian #1234"
"Latino Skin","Aurorian #7752"
"Latino Skin","Aurorian #808"
"White Skin","Aurorian #8459"
"Latino Skin","Aurorian #1558"
"Latino Skin","Aurorian #4409"
"Black Skin","Aurorian #9894"
"Black Skin","Aurorian #9261"
"Latino Skin","Aurorian #1613"
"Latino Skin","Aurorian #1033"
"Black Skin","Aurorian #6588"
"Latino Skin","Aurorian #3558"
"Black Skin","Aurorian #5846"
"Black Skin","Aurorian #3993"
"White Skin","Aurorian #888"
"Black Skin","Aurorian #1275"
"Black Skin","Aurorian #2052"
"Black Skin","Aurorian #6349"
"White Skin","Aurorian #2413"
"Latino Skin","Aurorian #4956"
"White Skin","Aurorian #1375"
"White Skin","Aurorian #2137"
"White Skin","Aurorian #1907"
"White Skin","Aurorian #6539"
"Latino Skin","Aurorian #5602"
"White Skin","Aurorian #4369"
"White Skin","Aurorian #7419"
"Black Skin","Aurorian #7790"
"White Skin","Aurorian #2666"
"Latino Skin","Aurorian #6884"
"Black Skin","Aurorian #1013"
"White Skin","Aurorian #6667"
"White Skin","Aurorian #8993"
"Black Skin","Aurorian #9827"
"Black Skin","Aurorian #1607"
"White Skin","Aurorian #6353"
"White Skin","Aurorian #9083"
"Black Skin","Aurorian #568"
"Black Skin","Aurorian #5869"
"White Skin","Aurorian #2283"
"White Skin","Aurorian #4191"
"Latino Skin","Aurorian #6377"
"White Skin","Aurorian #7449"
"White Skin","Aurorian #5806"
"Latino Skin","Aurorian #4478"
"White Skin","Aurorian #7827"
"White Skin","Aurorian #8524"
"Black Skin","Aurorian #3123"
"White Skin","Aurorian #3587"
"Black Skin","Aurorian #3148"
"Latino Skin","Aurorian #6008"
"Latino Skin","Aurorian #9609"
"White Skin","Aurorian #4713"
"Black Skin","Aurorian #9122"
"White Skin","Aurorian #4188"
"White Skin","Aurorian #1173"
"Black Skin","Aurorian #6485"
"White Skin","Aurorian #2834"
"White Skin","Aurorian #9172"
"White Skin","Aurorian #3567"
"White Skin","Aurorian #4043"
"White Skin","Aurorian #266"
"Latino Skin","Aurorian #9530"
"White Skin","Aurorian #6561"
"Latino Skin","Aurorian #5272"
"White Skin","Aurorian #305"
"White Skin","Aurorian #8461"
"Latino Skin","Aurorian #5991"
"Black Skin","Aurorian #6190"
"Latino Skin","Aurorian #615"
"White Skin","Aurorian #7133"
"Black Skin","Aurorian #3987"
"White Skin","Aurorian #3314"
"White Skin","Aurorian #6858"
"White Skin","Aurorian #4560"
"Black Skin","Aurorian #5530"
"White Skin","Aurorian #2002"
"Latino Skin","Aurorian #2730"
"White Skin","Aurorian #2893"
"White Skin","Aurorian #6304"
"White Skin","Aurorian #4334"
"White Skin","Aurorian #4855"
"Black Skin","Aurorian #6757"
"White Skin","Aurorian #254"
"Black Skin","Aurorian #4921"
"Black Skin","Aurorian #3300"
"Latino Skin","Aurorian #9668"
"White Skin","Aurorian #3459"
"Latino Skin","Aurorian #1398"
"White Skin","Aurorian #2644"
"Latino Skin","Aurorian #6127"
"Black Skin","Aurorian #6247"
"White Skin","Aurorian #5688"
"Black Skin","Aurorian #5037"
"White Skin","Aurorian #3313"
"Latino Skin","Aurorian #1063"
"Latino Skin","Aurorian #7337"
"Black Skin","Aurorian #7788"
"White Skin","Aurorian #2459"
"White Skin","Aurorian #1210"
"White Skin","Aurorian #6756"
"White Skin","Aurorian #5042"
"Latino Skin","Aurorian #6547"
"Latino Skin","Aurorian #3259"
"Latino Skin","Aurorian #3289"
"White Skin","Aurorian #3898"
"White Skin","Aurorian #597"
"White Skin","Aurorian #3446"
"Black Skin","Aurorian #7405"
"Black Skin","Aurorian #6328"
"White Skin","Aurorian #1335"
"White Skin","Aurorian #5401"
"White Skin","Aurorian #1833"
"White Skin","Aurorian #1955"
"Latino Skin","Aurorian #488"
"Black Skin","Aurorian #4389"
"White Skin","Aurorian #8527"
"Black Skin","Aurorian #4321"
"Black Skin","Aurorian #1657"
"White Skin","Aurorian #6502"
"Latino Skin","Aurorian #7632"
"White Skin","Aurorian #6640"
"White Skin","Aurorian #8088"
"White Skin","Aurorian #7777"
"Latino Skin","Aurorian #7266"
"White Skin","Aurorian #6851"
"White Skin","Aurorian #7108"
"Latino Skin","Aurorian #552"
"White Skin","Aurorian #8449"
"Latino Skin","Aurorian #4974"
"Latino Skin","Aurorian #4963"
"White Skin","Aurorian #8007"
"White Skin","Aurorian #9348"
"Black Skin","Aurorian #9735"
"Latino Skin","Aurorian #8194"
"Latino Skin","Aurorian #2790"
"Latino Skin","Aurorian #6234"
"White Skin","Aurorian #2056"
"Latino Skin","Aurorian #2786"
"Latino Skin","Aurorian #1794"
"Black Skin","Aurorian #5920"
"Black Skin","Aurorian #4340"
"Black Skin","Aurorian #9162"
"Black Skin","Aurorian #4193"
"White Skin","Aurorian #2740"
"Black Skin","Aurorian #7154"
"Black Skin","Aurorian #94"
"White Skin","Aurorian #3356"
"Black Skin","Aurorian #9630"
"Black Skin","Aurorian #6969"
"White Skin","Aurorian #5740"
"Black Skin","Aurorian #1214"
"Black Skin","Aurorian #2629"
"Black Skin","Aurorian #8206"
"Black Skin","Aurorian #9660"
"White Skin","Aurorian #9127"
"Black Skin","Aurorian #2440"
"White Skin","Aurorian #4385"
"White Skin","Aurorian #3287"
"Latino Skin","Aurorian #9466"
"Black Skin","Aurorian #8448"
"Black Skin","Aurorian #5298"
"Latino Skin","Aurorian #7926"
"White Skin","Aurorian #5630"
"Black Skin","Aurorian #1437"
"White Skin","Aurorian #9253"
"White Skin","Aurorian #8248"
"Black Skin","Aurorian #4791"
"White Skin","Aurorian #3249"
"White Skin","Aurorian #5774"
"White Skin","Aurorian #9102"
"White Skin","Aurorian #3938"
"Black Skin","Aurorian #7496"
"White Skin","Aurorian #3023"
"Latino Skin","Aurorian #3729"
"Latino Skin","Aurorian #6981"
"White Skin","Aurorian #3791"
"White Skin","Aurorian #9810"
"Black Skin","Aurorian #9390"
"Latino Skin","Aurorian #3685"
"Black Skin","Aurorian #3601"
"Latino Skin","Aurorian #3204"
"White Skin","Aurorian #8758"
"Latino Skin","Aurorian #4275"
"Latino Skin","Aurorian #9080"
"White Skin","Aurorian #1228"
"White Skin","Aurorian #7307"
"Black Skin","Aurorian #3213"
"White Skin","Aurorian #5256"
"Latino Skin","Aurorian #1643"
"Black Skin","Aurorian #7014"
"Black Skin","Aurorian #5442"
"White Skin","Aurorian #4690"
"White Skin","Aurorian #5482"
"Black Skin","Aurorian #934"
"Latino Skin","Aurorian #6264"
"Latino Skin","Aurorian #6490"
"White Skin","Aurorian #2024"
"White Skin","Aurorian #7866"
"Latino Skin","Aurorian #7907"
"White Skin","Aurorian #7669"
"Latino Skin","Aurorian #91"
"Latino Skin","Aurorian #1813"
"Black Skin","Aurorian #8383"
"White Skin","Aurorian #2326"
"Latino Skin","Aurorian #1817"
"White Skin","Aurorian #2245"
"White Skin","Aurorian #8904"
"White Skin","Aurorian #8722"
"Latino Skin","Aurorian #2603"
"Black Skin","Aurorian #8340"
"White Skin","Aurorian #6586"
"White Skin","Aurorian #1953"
"White Skin","Aurorian #3531"
"White Skin","Aurorian #9526"
"Latino Skin","Aurorian #6882"
"Black Skin","Aurorian #4992"
"White Skin","Aurorian #1180"
"Latino Skin","Aurorian #5886"
"Black Skin","Aurorian #2412"
"White Skin","Aurorian #4742"
"Black Skin","Aurorian #4151"
"White Skin","Aurorian #3230"
"Latino Skin","Aurorian #4006"
"White Skin","Aurorian #7457"
"White Skin","Aurorian #9309"
"Black Skin","Aurorian #4253"
"Black Skin","Aurorian #110"
"Latino Skin","Aurorian #4550"
"Black Skin","Aurorian #6444"
"White Skin","Aurorian #4683"
"Black Skin","Aurorian #8776"
"Black Skin","Aurorian #7749"
"White Skin","Aurorian #3371"
"Black Skin","Aurorian #154"
"White Skin","Aurorian #6549"
"White Skin","Aurorian #5092"
"Black Skin","Aurorian #8057"
"Latino Skin","Aurorian #3566"
"Black Skin","Aurorian #29"
"Black Skin","Aurorian #3447"
"Latino Skin","Aurorian #1828"
"White Skin","Aurorian #7486"
"White Skin","Aurorian #3542"
"White Skin","Aurorian #3504"
"Latino Skin","Aurorian #7559"
"Black Skin","Aurorian #407"
"Black Skin","Aurorian #2895"
"Latino Skin","Aurorian #2420"
"White Skin","Aurorian #2014"
"Latino Skin","Aurorian #8368"
"Black Skin","Aurorian #9951"
"White Skin","Aurorian #1745"
"Black Skin","Aurorian #7891"
"Black Skin","Aurorian #5138"
"Latino Skin","Aurorian #4249"
"White Skin","Aurorian #2718"
"Black Skin","Aurorian #72"
"White Skin","Aurorian #5859"
"Black Skin","Aurorian #7640"
"Latino Skin","Aurorian #5400"
"White Skin","Aurorian #7706"
"White Skin","Aurorian #9431"
"Latino Skin","Aurorian #1233"
"Black Skin","Aurorian #9777"
"White Skin","Aurorian #5690"
"Latino Skin","Aurorian #6336"
"Latino Skin","Aurorian #4122"
"Latino Skin","Aurorian #787"
"Latino Skin","Aurorian #7460"
"White Skin","Aurorian #4250"
"White Skin","Aurorian #8619"
"Latino Skin","Aurorian #5240"
"White Skin","Aurorian #6844"
"White Skin","Aurorian #1181"
"White Skin","Aurorian #9282"
"Black Skin","Aurorian #5017"
"White Skin","Aurorian #1628"
"White Skin","Aurorian #3528"
"Black Skin","Aurorian #8658"
"White Skin","Aurorian #891"
"White Skin","Aurorian #3789"
"Latino Skin","Aurorian #4786"
"White Skin","Aurorian #4388"
"Latino Skin","Aurorian #5521"
"White Skin","Aurorian #4012"
"Latino Skin","Aurorian #3889"
"White Skin","Aurorian #2968"
"Black Skin","Aurorian #9449"
"Latino Skin","Aurorian #8574"
"Black Skin","Aurorian #4455"
"White Skin","Aurorian #1005"
"Black Skin","Aurorian #5524"
"Latino Skin","Aurorian #7407"
"White Skin","Aurorian #5747"
"Black Skin","Aurorian #6305"
"Black Skin","Aurorian #4172"
"Latino Skin","Aurorian #7741"
"White Skin","Aurorian #7587"
"Black Skin","Aurorian #6659"
"Black Skin","Aurorian #7776"
"Latino Skin","Aurorian #2957"
"Latino Skin","Aurorian #2094"
"Latino Skin","Aurorian #3847"
"White Skin","Aurorian #670"
"Black Skin","Aurorian #5173"
"White Skin","Aurorian #1716"
"White Skin","Aurorian #1418"
"White Skin","Aurorian #7167"
"White Skin","Aurorian #2598"
"White Skin","Aurorian #5367"
"White Skin","Aurorian #4624"
"Black Skin","Aurorian #6153"
"Latino Skin","Aurorian #1803"
"Black Skin","Aurorian #1941"
"White Skin","Aurorian #4712"
"White Skin","Aurorian #9954"
"Black Skin","Aurorian #2108"
"White Skin","Aurorian #1156"
"Latino Skin","Aurorian #8818"
"White Skin","Aurorian #8378"
"White Skin","Aurorian #5763"
"White Skin","Aurorian #531"
"White Skin","Aurorian #8209"
"Black Skin","Aurorian #4008"
"Latino Skin","Aurorian #3493"
"White Skin","Aurorian #5644"
"White Skin","Aurorian #5224"
"Black Skin","Aurorian #1992"
"White Skin","Aurorian #7524"
"Black Skin","Aurorian #4693"
"White Skin","Aurorian #5267"
"Black Skin","Aurorian #6117"
"White Skin","Aurorian #8597"
"Latino Skin","Aurorian #7701"
"White Skin","Aurorian #9775"
"Black Skin","Aurorian #9863"
"White Skin","Aurorian #9056"
"White Skin","Aurorian #876"
"Black Skin","Aurorian #7778"
"White Skin","Aurorian #8866"
"White Skin","Aurorian #9886"
"White Skin","Aurorian #2932"
"White Skin","Aurorian #5860"
"Latino Skin","Aurorian #5325"
"Black Skin","Aurorian #4747"
"White Skin","Aurorian #2630"
"White Skin","Aurorian #1236"
"White Skin","Aurorian #6007"
"White Skin","Aurorian #3363"
"Latino Skin","Aurorian #7794"
"Black Skin","Aurorian #1816"
"Latino Skin","Aurorian #2847"
"Latino Skin","Aurorian #9840"
"Black Skin","Aurorian #3895"
"White Skin","Aurorian #9405"
"Black Skin","Aurorian #605"
"Latino Skin","Aurorian #702"
"White Skin","Aurorian #2313"
"White Skin","Aurorian #9131"
"Black Skin","Aurorian #3275"
"White Skin","Aurorian #4392"
"White Skin","Aurorian #6974"
"Latino Skin","Aurorian #9299"
"White Skin","Aurorian #5180"
"White Skin","Aurorian #9467"
"Black Skin","Aurorian #4827"
"Black Skin","Aurorian #6288"
"Latino Skin","Aurorian #8689"
"White Skin","Aurorian #8178"
"Latino Skin","Aurorian #660"
"Latino Skin","Aurorian #8301"
"White Skin","Aurorian #8992"
"Latino Skin","Aurorian #6302"
"White Skin","Aurorian #3651"
"White Skin","Aurorian #9170"
"Black Skin","Aurorian #2613"
"Black Skin","Aurorian #4835"
"White Skin","Aurorian #6406"
"White Skin","Aurorian #6971"
"White Skin","Aurorian #1671"
"White Skin","Aurorian #8781"
"Black Skin","Aurorian #8039"
"White Skin","Aurorian #1988"
"White Skin","Aurorian #1420"
"Latino Skin","Aurorian #3660"
"White Skin","Aurorian #5327"
"Black Skin","Aurorian #4745"
"Latino Skin","Aurorian #1762"
"Black Skin","Aurorian #5535"
"White Skin","Aurorian #6855"
"White Skin","Aurorian #1078"
"White Skin","Aurorian #3268"
"White Skin","Aurorian #4587"
"Latino Skin","Aurorian #2200"
"Black Skin","Aurorian #5959"
"White Skin","Aurorian #3428"
"Black Skin","Aurorian #5509"
"White Skin","Aurorian #6505"
"Black Skin","Aurorian #6066"
"Latino Skin","Aurorian #7597"
"Latino Skin","Aurorian #123"
"White Skin","Aurorian #5460"
"Latino Skin","Aurorian #3207"
"Latino Skin","Aurorian #494"
"Latino Skin","Aurorian #2294"
"White Skin","Aurorian #2392"
"White Skin","Aurorian #6700"
"White Skin","Aurorian #2193"
"Black Skin","Aurorian #6583"
"Latino Skin","Aurorian #1162"
"White Skin","Aurorian #6565"
"White Skin","Aurorian #7410"
"Black Skin","Aurorian #1738"
"White Skin","Aurorian #4993"
"Latino Skin","Aurorian #5543"
"Black Skin","Aurorian #9335"
"Latino Skin","Aurorian #6818"
"Black Skin","Aurorian #4164"
"Latino Skin","Aurorian #6718"
"Black Skin","Aurorian #4296"
"White Skin","Aurorian #6011"
"White Skin","Aurorian #8816"
"Black Skin","Aurorian #1979"
"Black Skin","Aurorian #7883"
"White Skin","Aurorian #3082"
"White Skin","Aurorian #5966"
"White Skin","Aurorian #3722"
"Black Skin","Aurorian #6953"
"Latino Skin","Aurorian #4733"
"Black Skin","Aurorian #9058"
"Latino Skin","Aurorian #7403"
"Black Skin","Aurorian #8694"
"White Skin","Aurorian #4839"
"White Skin","Aurorian #5379"
"White Skin","Aurorian #3588"
"Black Skin","Aurorian #729"
"White Skin","Aurorian #5341"
"White Skin","Aurorian #2662"
"White Skin","Aurorian #5746"
